12	ig_00cad8fe93c85837016a35428f8f848191819c8e94689f9647	12-mobile-ig_00cad8fe93c85837016a35428f8f848191819c8e94689f9647.png	Use case: ui-mockup. Create BotJob's authenticated mobile dashboard, portrait 1088x2304, straight-on screen, no phone frame. Same Professional Intelligence Command Center dark direction: carbon and graphite, blue primary actions, teal AI indicator, amber follo
13	ig_00cad8fe93c85837016a3542d404cc8191900967edafa3f43f	13-desktop-ig_00cad8fe93c85837016a3542d404cc8191900967edafa3f43f.png	Use case: ui-mockup. Create BotJob's high-fidelity desktop workspace for generating a CV, cover letter and outreach message from a job offer. Straight-on landscape 2048x1440, no browser chrome. Same premium dark direction: carbon background, graphite work surf
14	ig_00cad8fe93c85837016a354330f87c819186c5edb841cdb1d2	14-mobile-ig_00cad8fe93c85837016a354330f87c819186c5edb841cdb1d2.png	Use case: ui-mockup. Create BotJob's high-fidelity mobile page for creating a tailored job application, portrait 1088x2304, straight-on, no phone frame. Premium dark productivity UI: carbon and graphite, blue CTA, teal generation progress, amber warnings, Luci
15	ig_00cad8fe93c85837016a354374d2a08191a5dc1414f849a8db	15-desktop-ig_00cad8fe93c85837016a354374d2a08191a5dc1414f849a8db.png	Use case: ui-mockup. Create BotJob's high-fidelity desktop job-application tracking page as a dense but breathable operational data grid. Straight-on landscape 2048x1440, no browser chrome. Premium dark data-product UI: carbon background, graphite rows, electr
16	ig_00cad8fe93c85837016a3543e50424819188cc7718ac828746	16-mobile-ig_00cad8fe93c85837016a3543e50424819188cc7718ac828746.png	Use case: ui-mockup. Create BotJob's high-fidelity mobile applications tracking page, portrait 1088x2304, straight-on, no phone frame. Premium dark operational UI: carbon background, graphite application rows, blue actions, teal/amber/red status accents, Lucid
17	ig_00cad8fe93c85837016a35443b581c8191aee69091524e4c72	17-desktop-ig_00cad8fe93c85837016a35443b581c8191aee69091524e4c72.png	Use case: ui-mockup. Create BotJob's high-fidelity desktop detail page for one job application, straight-on landscape 2048x1440, no browser chrome. Premium dark case-management interface: carbon background, graphite sections, blue actions, teal AI-authored his
18	ig_00cad8fe93c85837016a35449cff988191874e1235f913ef42	18-mobile-ig_00cad8fe93c85837016a35449cff988191874e1235f913ef42.png	Use case: ui-mockup. Create BotJob's high-fidelity mobile detail view for a job application, portrait 1088x2304, straight-on, no phone frame. Premium dark case-management UI: carbon and graphite, blue primary actions, teal AI history markers, amber follow-ups,
19	ig_00cad8fe93c85837016a3544ff82248191800915c7e63180c4	19-desktop-ig_00cad8fe93c85837016a3544ff82248191800915c7e63180c4.png	Use case: ui-mockup. Create BotJob's high-fidelity desktop "Studio IA", the workspace teaching the assistant about the candidate. Straight-on landscape 2048x1440, no browser chrome. Premium dark modular workspace: carbon canvas, graphite movable panels, blue s
20	ig_00cad8fe93c85837016a35456c2fb88191a798d4262a5607a4	20-mobile-ig_00cad8fe93c85837016a35456c2fb88191a798d4262a5607a4.png	Use case: ui-mockup. Create BotJob's high-fidelity mobile "Studio IA", portrait 1088x2304, straight-on, no phone frame. Premium dark modular product UI: carbon and graphite, teal AI indicators, blue normal actions, amber future states, Lucide-like icons. Compo
21	ig_00cad8fe93c85837016a3545c453948191965b3bdb5e5d6645	21-desktop-ig_00cad8fe93c85837016a3545c453948191965b3bdb5e5d6645.png	Use case: ui-mockup. Create BotJob's high-fidelity desktop settings screen, straight-on landscape 2048x1440, authenticated SaaS screenshot. Premium dark administrative UI: carbon background, graphite content, blue save actions, teal safe/connected states, ambe
22	ig_00cad8fe93c85837016a3546633650819196d05fdcf5a17038	22-mobile-ig_00cad8fe93c85837016a3546633650819196d05fdcf5a17038.png	Use case: ui-mockup. Create BotJob's high-fidelity mobile settings screen, portrait 1088x2304, straight-on, no phone frame. Premium dark administrative UI: carbon and graphite, blue actions, teal connected states, amber warnings, red only danger actions, Lucid
23	ig_00cad8fe93c85837016a3546b19a408191a374e189bc2aa223	23-mobile-ig_00cad8fe93c85837016a3546b19a408191a374e189bc2aa223.png	Use case: ui-mockup. Create BotJob's authenticated mobile full-screen navigation overlay, portrait 1088x2304, straight-on, no phone frame. Premium dark SaaS navigation with carbon background, graphite active row, electric blue focus outline, mint teal AI detai
24	ig_06df58ed7882df8b016a37c448eff88191a01794621b4658a0	24-desktop-ig_06df58ed7882df8b016a37c448eff88191a01794621b4658a0.png	Use case: ui-mockup Asset type: high-fidelity desktop SaaS authentication screen, first art-direction reference for BotJob Primary request: Create a striking, production-ready desktop login interface for BotJob, a private SaaS that creates ATS resumes, cover l
